chapter,chapter_name,section_id,section_name,req_id,req_description,L,日本語訳,ステータス,対応方法,ドキュメント,実装確認結果,インフラリソース,エビデンス,要件対象リソース
V8,Authorization,V8.1,Authorization Documentation,V8.1.1,Verify that authorization documentation defines rules for restricting function-level and data-specific access based on consumer permissions and resource attributes.,1,認可（authorization）のドキュメントに、コンシューマーの権限とリソース属性に基づいて、機能レベルおよびデータ固有のアクセスを制限するためのルールが定義されていることを確認してください。,確認中,機能レベルやデータ固有のアクセス制限に関するルールを要件定義書・設計書に明記すること。,要ドキュメント（要件定義書、認可設計書等）,実装は確認中。¥n現在のアプリケーションでは認可（ロール等）に関する仕様ドキュメントが存在しないため、作成が必要。,対象外,対象外,ドキュメント
V8,Authorization,V8.1,Authorization Documentation,V8.1.2,"Verify that authorization documentation defines rules for field-level access restrictions (both read and write) based on consumer permissions and resource attributes. Note that these rules might depend on other attribute values of the relevant data object, such as state or status.",2,認可（authorization）のドキュメントに、コンシューマーの権限とリソース属性に基づいて、フィールドレベルのアクセス制限（読み取りと書き込みの両方）のルールが定義されていることを確認してください。,確認中,フィールドレベルのアクセス制限に関するルールを設計書に明記すること。（該当しない場合はその旨を記載）,要ドキュメント（認可設計書等）,実装は確認中。¥nフィールドレベルのアクセス制限（BOPLA対策等）の設計に関するドキュメントが存在しないため、方針の明確化が必要。,対象外,対象外,ドキュメント
V8,Authorization,V8.1,Authorization Documentation,V8.1.3,"Verify that the application's documentation defines the environmental and contextual attributes (including but not limited to, time of day, user location, IP address, or device) that are used in the application to make security decisions, including those pertaining to authentication and authorization.",3,アプリケーションのドキュメントに、認証（authentication）および認可（authorization）に関するものを含め、アプリケーションでセキュリティ上の決定を行うために使用される環境およびコンテキスト属性（時刻、ユーザーの場所、IPアドレス、デバイスなど）が定義されていることを確認してください。,確認中,セキュリティ判断に用いる環境属性や状況属性（IPアドレス、デバイス、時刻等）の定義をドキュメント化すること。（用いない場合はその旨を記載）,要ドキュメント（セキュリティ要件定義書等）,実装は確認中。¥n環境属性を用いたセキュリティ判断の有無や仕様についてのドキュメントが存在しない。,対象外,対象外,ドキュメント
V8,Authorization,V8.1,Authorization Documentation,V8.1.4,"Verify that authentication and authorization documentation defines how environmental and contextual factors are used in decision-making, in addition to function-level, data-specific, and field-level authorization. This should include the attributes evaluated, thresholds for risk, and actions taken (e.g., allow, challenge, deny, step-up authentication).",3,認証（authentication）および認可（authorization）のドキュメントに、機能レベル、データ固有、フィールドレベルの認可に加えて、環境およびコンテキスト要因が意思決定においてどのように使用されるかが定義されていることを確認してください。,確認中,環境・状況要因を認可の判断にどのように用いるか（リスクのしきい値やステップアップ認証等）をドキュメントに明記すること。,要ドキュメント（認可設計書等）,実装は確認中。¥n環境要因を用いた高度な認可制御に関する仕様ドキュメントが存在しない。,対象外,対象外,ドキュメント
V8,Authorization,V8.2,General Authorization Design,V8.2.1,Verify that the application ensures that function-level access is restricted to consumers with explicit permissions.,1,アプリケーションが、機能レベルのアクセスを明示的な権限を持つコンシューマーに制限していることを確認してください。,対象外,,対象外,対象外。¥n本アプリケーションには管理者等のロール（役割）ベースの機能アクセス制御が存在せず、ログイン済みの全ユーザーが同一の機能（タスク管理等）を利用する仕様であるため対象外とする。¥n（※「明示的な権限」の例としては、「管理者権限」や「特定のロール権限」などが挙げられるが、本システムでは該当しない。）,対象外,ロール定義を持たない DB スキーマ (schema.prisma) および API 仕様,対象外
V8,Authorization,V8.2,General Authorization Design,V8.2.2,Verify that the application ensures that data-specific access is restricted to consumers with explicit permissions to specific data items to mitigate insecure direct object reference (IDOR) and broken object level authorization (BOLA).,1,アプリケーションが、安全でない直接オブジェクト参照（IDOR）および壊れたオブジェクトレベルの認可（BOLA）を軽減するために、特定のデータ項目へのアクセスを明示的な権限を持つコンシューマーに制限していることを確認してください。,対応済み,,対象外,要件を満たしている。¥nタスク（データ）へのアクセス・更新・削除時には、常に操作対象のタスクの authorId と JWTから取得したリクエスト送信者の user.id が一致するか検証 (assert) されており、IDORやBOLAを防いでいる。,対象外,server/domain/task/store/toTaskDto.ts 内の所有権検証ロジック (assert(user.id === prismaTask.authorId)),ソースコード
V8,Authorization,V8.2,General Authorization Design,V8.2.3,Verify that the application ensures that field-level access is restricted to consumers with explicit permissions to specific fields to mitigate broken object property level authorization (BOPLA).,2,アプリケーションが、壊れたオブジェクトプロパティレベルの認可（BOPLA）を軽減するために、特定のフィールドへのアクセスを明示的な権限を持つコンシューマーに制限していることを確認してください。,対象外,,対象外,対象外。¥nタスク情報において、データの所有者がアクセスを制限されるような隠蔽フィールド（BOPLAの対象となるようなプロパティ）が存在しないため。,対象外,TaskDto のフィールド定義,対象外
V8,Authorization,V8.2,General Authorization Design,V8.2.4,"Verify that adaptive security controls based on a consumer's environmental and contextual attributes (such as time of day, location, IP address, or device) are implemented for authentication and authorization decisions, as defined in the application's documentation. These controls must be applied when the consumer tries to start a new session and also during an existing session.",3,コンシューマーの環境およびコンテキスト属性（時刻、場所、IPアドレス、デバイスなど）に基づく適応型セキュリティ制御が、アプリケーションのドキュメントで定義されている通りに、認証および認可の決定のために実装されていることを確認してください。,対象外,,対象外,対象外。¥n本アプリケーションではIPアドレスやデバイス、時間帯に基づく適応型（コンテキストベース）のアクセス制御・認可は要求・実装されていないため対象外とする。,対象外,対象外,対象外
V8,Authorization,V8.3,Operation Level Authorization,V8.3.1,"Verify that the application enforces authorization rules at a trusted service layer and doesn't rely on controls that an untrusted consumer could manipulate, such as client-side JavaScript.",1,アプリケーションが信頼できるサービス層で認可（authorization）ルールを強制し、クライアントサイドのJavaScriptなど、信頼できないコンシューマーが操作できる制御に依存していないことを確認してください。,対応済み,,対象外,要件を満たしている。¥n認可の検証（ユーザーIDの検証とデータ所有権の確認）はすべてバックエンド（Node.js/Fastify）の信頼できるサービス層で実行されており、クライアント側の入力に依存していない。,対象外,バックエンドのAPIフックおよびドメイン層での所有権検証ロジック,ソースコード
V8,Authorization,V8.3,Operation Level Authorization,V8.3.2,"Verify that changes to values on which authorization decisions are made are applied immediately. Where changes cannot be applied immediately, (such as when relying on data in self-contained tokens), there must be mitigating controls to alert when a consumer performs an action when they are no longer authorized to do so and revert the change. Note that this alternative would not mitigate information leakage.",3,認可（authorization）の決定が行われる値の変更が直ちに適用されることを確認してください。,対象外,,対象外,対象外。¥n本アプリケーションではユーザーの権限（ロール）が変更される仕組みが存在しないため。,対象外,対象外,対象外
V8,Authorization,V8.3,Operation Level Authorization,V8.3.3,"Verify that access to an object is based on the originating subject's (e.g. consumer's) permissions, not on the permissions of any intermediary or service acting on their behalf. For example, if a consumer calls a web service using a self-contained token for authentication, and the service then requests data from a different service, the second service will use the consumer's token, rather than a machine-to-machine token from the first service, to make permission decisions.",3,オブジェクトへのアクセスが、ユーザーの代わりに行動する仲介者やサービスの権限ではなく、元の主体の権限に基づいていることを確認してください。,対象外,,対象外,対象外。¥n本アプリケーションはモノリスであり、サービス間でトークンを仲介して認可を行うようなマイクロサービスアーキテクチャではないため。,対象外,対象外,対象外
V8,Authorization,V8.4,Other Authorization Considerations,V8.4.1,Verify that multi-tenant applications use cross-tenant controls to ensure consumer operations will never affect tenants with which they do not have permissions to interact.,2,マルチテナントアプリケーションがクロステナント制御を使用し、コンシューマーの操作が、対話する権限を持たないテナントに影響を与えないことを保証していることを確認してください。,対象外,,対象外,対象外。¥nB2Bのマルチテナント型SaaSアプリケーションではなく、各ユーザーが独立して自身のタスクを管理するB2C型に近い構成であるため。ユーザー間のデータ分離は V8.2.2 で検証済み。,対象外,対象外,対象外
V8,Authorization,V8.4,Other Authorization Considerations,V8.4.2,"Verify that access to administrative interfaces incorporates multiple layers of security, including continuous consumer identity verification, device security posture assessment, and contextual risk analysis, ensuring that network location or trusted endpoints are not the sole factors for authorization even though they may reduce the likelihood of unauthorized access.",3,管理インターフェースへのアクセスには、継続的なコンシューマーID検証、デバイスのセキュリティ態勢評価、コンテキストリスク分析など、複数のセキュリティレイヤーが組み込まれており、ネットワークの場所や信頼できるエンドポイントが、認可（authorization）のための唯一の要素ではないことを確認してください。,対象外,,対象外,対象外。¥n本アプリケーションにはシステムを管理するための管理インターフェース（管理画面等）が存在しないため対象外とする。,対象外,対象外,対象外
V9,Self-contained Tokens,V9.1,Token source and integrity,V9.1.1,Verify that self-contained tokens are validated using their digital signature or MAC to protect against tampering before accepting the token's contents.,1,自己完結型トークンが、トークンの内容を受け入れる前に改ざんから保護するために、そのデジタル署名またはMACを使用して検証されることを確認してください。,対応済み,,対象外,要件を満たしている。¥nバックエンドは @fastify/jwt を用いて、Cognitoが発行したJWTのデジタル署名を検証してから内容を受け入れている。,対象外,server/service/app.ts の fastifyJwt 登録設定,ソースコード
V9,Self-contained Tokens,V9.1,Token source and integrity,V9.1.2,"Verify that only algorithms on an allowlist can be used to create and verify self-contained tokens, for a given context. The allowlist must include the permitted algorithms, ideally only either symmetric or asymmetric algorithms, and must not include the 'None' algorithm. If both symmetric and asymmetric must be supported, additional controls will be needed to prevent key confusion.",1,特定のコンテキストにおいて、許可リストにあるアルゴリズムのみが自己完結型トークンの作成と検証に使用できることを確認してください。,対応済み,,対象外,"要件を満たしている。¥nCognitoが指定するJWKS公開鍵（RSA非対称鍵）でのみ検証が行われ、alg:""none""等の無効なアルゴリズムは fastify/jwt 内部および JWKS エンドポイントの鍵検索フェーズで弾かれるため。",対象外,server/service/app.ts での getJwks.getPublicKey 呼び出し,ソースコード
V9,Self-contained Tokens,V9.1,Token source and integrity,V9.1.3,"Verify that key material that is used to validate self-contained tokens is from trusted pre-configured sources for the token issuer, preventing attackers from specifying untrusted sources and keys. For JWTs and other JWS structures, headers such as 'jku', 'x5u', and 'jwk' must be validated against an allowlist of trusted sources.",1,自己完結型トークンを検証するために使用される鍵素材が、トークン発行者のために事前に構成された信頼できるソースからのものであり、攻撃者が信頼できないソースや鍵を指定するのを防いでいることを確認してください。,対応済み,,対象外,要件を満たしている。¥nJWKSを取得するURLのドメインは、環境変数(COGNITO_POOL_ENDPOINTとCOGNITO_USER_POOL_ID)から構築される固定の信頼されたソースのみを使用しており、攻撃者が注入したヘッダー(jku等)から鍵を取得することはない。,対象外,server/service/app.ts の getJwks.getPublicKey 設定,ソースコード
V9,Self-contained Tokens,V9.2,Token content,V9.2.1,"Verify that, if a validity time span is present in the token data, the token and its content are accepted only if the verification time is within this validity time span. For example, for JWTs, the claims 'nbf' and 'exp' must be verified.",1,トークンデータに有効期間が存在する場合、検証時間がこの有効期間内である場合にのみ、トークンとその内容が受け入れられることを確認してください。,対応済み,,対象外,要件を満たしている。¥nfastify/jwt（内部の jsonwebtoken ライブラリ）のデフォルト動作により、nbf や exp クレームが存在する場合は自動的に有効期間が検証される。,対象外,server/service/app.ts の fastifyJwt 登録設定,ソースコード
V9,Self-contained Tokens,V9.2,Token content,V9.2.2,"Verify that the service receiving a token validates the token to be the correct type and is meant for the intended purpose before accepting the token's contents. For example, only access tokens can be accepted for authorization decisions and only ID Tokens can be used for proving user authentication.",2,トークンを受信するサービスが、トークンの内容を受け入れる前に、トークンが正しいタイプであり、意図された目的に対するものであることを検証することを確認してください。例えば、認可（authorization）の決定にはアクセストークンのみが受け入れられ、ユーザーの認証（authentication）を証明するためにはIDトークンのみが使用できます。,対応済み,,対象外,要件を満たしている。¥ncookieの idToken は fastify/jwt で認証（ユーザー識別）に用いられ、accessToken は Cognitoからユーザー属性を取得するためのIdPへのAPIコールに正しく使い分けられている。,対象外,server/api/private/hooks.ts における idToken と accessToken の使い分け,ソースコード
V9,Self-contained Tokens,V9.2,Token content,V9.2.3,"Verify that the service only accepts tokens which are intended for use with that service (audience). For JWTs, this can be achieved by validating the 'aud' claim against an allowlist defined in the service.",2,サービスが、そのサービス（オーディエンス）での使用を意図したトークンのみを受け入れることを確認してください。,対応済み,,対象外,要件を満たしている。¥nserver/service/app.ts の JWT検証ロジック内で、トークンの aud クレームが COGNITO_USER_POOL_CLIENT_ID と一致するかどうか明確に検証されている。,対象外,server/service/app.ts における assert((token.payload).aud === COGNITO_USER_POOL_CLIENT_ID),ソースコード
V9,Self-contained Tokens,V9.2,Token content,V9.2.4,"Verify that, if a token issuer uses the same private key for issuing tokens to different audiences, the issued tokens contain an audience restriction that uniquely identifies the intended audiences. This will prevent a token from being reused with an unintended audience. If the audience identifier is dynamically provisioned, the token issuer must validate these audiences in order to make sure that they do not result in audience impersonation.",2,トークン発行者が異なるオーディエンスにトークンを発行するために同じ秘密鍵を使用する場合、発行されたトークンには意図されたオーディエンスを一意に識別するオーディエンス制限が含まれていることを確認してください。,対応済み,,対象外,要件を満たしている。¥nCognitoが発行するトークンにはAudience（aud）制限が含まれており、アプリケーション側もそれを適切に検証している。,対象外,server/service/app.ts,ソースコード
V10,OAuth and OIDC,V10.1,Generic OAuth and OIDC Security,V10.1.1,"Verify that tokens are only sent to components that strictly need them. For example, when using a backend-for-frontend pattern for browser-based JavaScript applications, access and refresh tokens shall only be accessible for the backend.",2,トークンが、それらを厳密に必要とするコンポーネントにのみ送信されることを確認してください。,未対応,認可コードフロー全体をバックエンド（BFF）で処理し、フロントエンドJSがトークンに直接アクセスできないアーキテクチャに変更する。,対象外,要件を満たしていない。¥nフロントエンドのAWS Amplifyがブラウザ上でトークンを取得し、それをバックエンドに送信してHttpOnly Cookieに保存するフローとなっているため、一時的とはいえトークンがブラウザJSからアクセス可能な状態になっている。,対象外,フロントエンドの Amplify 認証処理および server/api/session/controller.ts,ソースコード
V10,OAuth and OIDC,V10.1,Generic OAuth and OIDC Security,V10.1.2,"Verify that the client only accepts values from the authorization server (such as the authorization code or ID Token) if these values result from an authorization flow that was initiated by the same user agent session and transaction. This requires that client-generated secrets, such as the proof key for code exchange (PKCE) 'code_verifier', 'state' or OIDC 'nonce', are not guessable, are specific to the transaction, and are securely bound to both the client and the user agent session in which the transaction was started.",2,クライアントが、認可（authorization）サーバーからの値（認可コードやIDトークンなど）を、同じユーザーエージェントセッションとトランザクションによって開始された認可フローの結果である場合にのみ受け入れることを確認してください。,対応済み,,対象外,要件を満たしている。¥nフロントエンドの AWS Amplify (Auth) が OIDC/OAuth フローにおいて PKCE (Proof Key for Code Exchange) および state パラメータの生成・検証を自動的に行い、セッションの紐付けを保証している。,対象外,AWS Amplify Auth モジュールの標準仕様,ソースコード
V10,OAuth and OIDC,V10.2,OAuth Client,V10.2.1,"Verify that, if the code flow is used, the OAuth client has protection against browser-based request forgery attacks, commonly known as cross-site request forgery (CSRF), which trigger token requests, either by using proof key for code exchange (PKCE) functionality or checking the 'state' parameter that was sent in the authorization request.",2,コードフローが使用される場合、OAuthクライアントが、トークンリクエストをトリガーするブラウザベースのリクエストフォージェリ攻撃（CSRF）に対する保護を備えていることを確認してください。,対応済み,,対象外,要件を満たしている。¥nAWS Amplify が内部で PKCE と state パラメータを利用しており、OAuthフローにおけるCSRF攻撃を防止している。,対象外,AWS Amplify Auth モジュールの標準仕様,ソースコード
V10,OAuth and OIDC,V10.2,OAuth Client,V10.2.2,"Verify that, if the OAuth client can interact with more than one authorization server, it has a defense against mix-up attacks. For example, it could require that the authorization server return the 'iss' parameter value and validate it in the authorization response and the token response.",2,OAuthクライアントが複数の認可（authorization）サーバーと対話できる場合、ミックスアップ攻撃に対する防御策を備えていることを確認してください。,対象外,,対象外,対象外。¥n本アプリケーションのOAuthクライアントは特定のCognito User Poolのみとやり取りするように固定設定されており、複数の認証サーバーをサポートしていないため。,対象外,環境変数による単一のCognito構成,対象外
V10,OAuth and OIDC,V10.2,OAuth Client,V10.2.3,Verify that the OAuth client only requests the required scopes (or other authorization parameters) in requests to the authorization server.,3,OAuthクライアントが、認可（authorization）サーバーへのリクエストにおいて、必要なスコープ（またはその他の認可パラメータ）のみを要求することを確認してください。,対応済み,,対象外,"要件を満たしている。¥nAWS Amplifyの標準構成によって、アプリケーションの動作に必要な最小限の標準スコープ(openid, email, profile等)のみが要求される。",対象外,AWS Amplify のデフォルトスコープ設定,ソースコード
V10,OAuth and OIDC,V10.3,OAuth Resource Server,V10.3.1,"Verify that the resource server only accepts access tokens that are intended for use with that service (audience). The audience may be included in a structured access token (such as the 'aud' claim in JWT), or it can be checked using the token introspection endpoint.",2,リソースサーバーが、そのサービス（オーディエンス）での使用を意図したアクセストークンのみを受け入れることを確認してください。,対応済み,,対象外,要件を満たしている。¥nバックエンド（リソースサーバー）は jwtVerify() 中で、JWTの aud クレームが COGNITO_USER_POOL_CLIENT_ID と一致することを検証している。,対象外,server/service/app.ts の assert(aud === COGNITO_USER_POOL_CLIENT_ID),ソースコード
V10,OAuth and OIDC,V10.3,OAuth Resource Server,V10.3.2,"Verify that the resource server enforces authorization decisions based on claims from the access token that define delegated authorization. If claims such as 'sub', 'scope', and 'authorization_details' are present, they must be part of the decision.",2,リソースサーバーが、委譲された認可を定義するアクセストークンからのクレームに基づいて認可（authorization）の決定を強制することを確認してください。,対応済み,,対象外,要件を満たしている。¥nアクセストークン（またはIDトークン）から抽出した jwtUser.sub を用いて、データの所有権限などの認可決定を行っている。,対象外,server/domain/task/store/toTaskDto.ts などの認可ロジック,ソースコード
V10,OAuth and OIDC,V10.3,OAuth Resource Server,V10.3.3,"Verify that if an access control decision requires identifying a unique user from an access token (JWT or related token introspection response), the resource server identifies the user from claims that cannot be reassigned to other users. Typically, it means using a combination of 'iss' and 'sub' claims.",2,アクセス制御の決定において、アクセストークンから一意のユーザーを識別する必要がある場合、リソースサーバーが他のユーザーに再割り当てできないクレームからユーザーを識別することを確認してください。,対応済み,,対象外,要件を満たしている。¥nユーザーの識別には Cognito が発行し再割り当てされない sub クレーム（UUID）を使用している。,対象外,server/domain/user/userUseCase.ts および関連する所有権チェック,ソースコード
V10,OAuth and OIDC,V10.3,OAuth Resource Server,V10.3.4,"Verify that, if the resource server requires specific authentication strength, methods, or recentness, it verifies that the presented access token satisfies these constraints. For example, if present, using the OIDC 'acr', 'amr' and 'auth_time' claims respectively.",2,リソースサーバーが特定の認証（authentication）の強度、方法、または最近性を必要とする場合、提示されたアクセストークンがこれらの制約を満たしていることを確認してください。,対象外,,対象外,対象外。¥n本アプリケーションでは特定の認証強度やMFAコンテキスト等の最新性を要求する機能が存在しないため対象外とする。,対象外,対象外,対象外
V10,OAuth and OIDC,V10.3,OAuth Resource Server,V10.3.5,"Verify that the resource server prevents the use of stolen access tokens or replay of access tokens (from unauthorized parties) by requiring sender-constrained access tokens, either Mutual TLS for OAuth 2 or OAuth 2 Demonstration of Proof of Possession (DPoP).",3,リソースサーバーが、送信者制約付きアクセストークンを要求することにより、盗まれたアクセストークンの使用や未認可（unauthorized）の当事者からのアクセストークンのリプレイを防止することを確認してください。,対象外,,対象外,対象外。¥n送信者制約付きアクセストークン (MTLS/DPoP) はL3要件のレベルであり、また標準的なCognito+Amplify構成で現在ネイティブサポート・必須化されていないため対象外とする。,対象外,対象外,対象外
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.1,Verify that the authorization server validates redirect URIs based on a client-specific allowlist of pre-registered URIs using exact string comparison.,1,認可（authorization）サーバーが、クライアント固有の事前登録されたURIの許可リストに基づいて、完全な文字列比較を使用してリダイレクトURIを検証することを確認してください。,対応済み,,対象外,インフラリソースで対応済み。¥nAWS Cognito（認証サーバー）の標準仕様として、事前登録されたコールバックURL（リダイレクトURI）との完全一致検証が行われるため要件を満たしている。,AWS Cognito App Client,対象外,インフラリソース
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.2,"Verify that, if the authorization server returns the authorization code in the authorization response, it can be used only once for a token request. For the second valid request with an authorization code that has already been used to issue an access token, the authorization server must reject a token request and revoke any issued tokens related to the authorization code.",1,認可（authorization）サーバーが認可レスポンスで認可コードを返す場合、それがトークンリクエストに1回だけ使用できることを確認してください。,対応済み,,対象外,インフラリソースで対応済み。¥nAWS Cognito（認証サーバー）の標準仕様として、認証コードは一度しかトークンと交換できないよう保護されている。,対応済み,AWS Cognito の標準仕様,インフラリソース
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.3,Verify that the authorization code is short-lived. The maximum lifetime can be up to 10 minutes for L1 and L2 applications and up to 1 minute for L3 applications.,1,認可（authorization）コードの有効期限が短いことを確認してください。,対応済み,,対象外,インフラリソースで対応済み。¥nAWS Cognitoの標準仕様として、認証コードの有効期限は短く（数分以内）設定されている。,対応済み,AWS Cognito の標準仕様,インフラリソース
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.4,"Verify that for a given client, the authorization server only allows the usage of grants that this client needs to use. Note that the grants 'token' (Implicit flow) and 'password' (Resource Owner Password Credentials flow) must no longer be used.",1,特定のクライアントに対して、認可（authorization）サーバーが、このクライアントが使用する必要のあるグラントの使用のみを許可することを確認してください。,確認中,Cognito アプリクライアントの設定（インフラ層）で「Authorization code grant」のみが許可されており、「Implicit grant」等が無効化されていることを確認・ドキュメント化する。,要ドキュメント（インフラ設計書等）,インフラリソースでの確認が必要。¥nフロントエンドは認可コードフロー(PKCE)を使用しているが、Cognito側で暗黙的フロー等が意図せず許可されていないかの設定確認が必要。,要確認（AWS Cognito App Client）,対象外,インフラリソース
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.5,"Verify that the authorization server mitigates refresh token replay attacks for public clients, preferably using sender-constrained refresh tokens, i.e., Demonstrating Proof of Possession (DPoP) or Certificate-Bound Access Tokens using mutual TLS (mTLS). For L1 and L2 applications, refresh token rotation may be used. If refresh token rotation is used, the authorization server must invalidate the refresh token after usage, and revoke all refresh tokens for that authorization if an already used and invalidated refresh token is provided.",1,認可（authorization）サーバーが、パブリッククライアントに対するリフレッシュトークンのリプレイ攻撃を軽減していることを確認してください。,確認中,Cognito アプリクライアント設定で「リフレッシュトークンのローテーション（Refresh token rotation）」機能が有効になっているかを確認・ドキュメント化する。,要ドキュメント（インフラ設計書等）,インフラリソースでの確認が必要。¥nCognitoはリフレッシュトークンのローテーションをサポートしているが、インフラの設定状態がリポジトリ内に含まれないため確認中とする。,要確認（AWS Cognito App Client）,対象外,インフラリソース
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.6,"Verify that, if the code grant is used, the authorization server mitigates authorization code interception attacks by requiring proof key for code exchange (PKCE). For authorization requests, the authorization server must require a valid 'code_challenge' value and must not accept a 'code_challenge_method' value of 'plain'. For a token request, it must require validation of the 'code_verifier' parameter.",2,コードグラントが使用される場合、認可（authorization）サーバーが、PKCE（コード交換のための証明鍵）を要求することにより、認可コード傍受攻撃を軽減していることを確認してください。,確認中,Cognito アプリクライアント設定で「PKCE を必須にする」設定が有効になっているか確認・ドキュメント化する。,要ドキュメント（インフラ設計書等）,インフラリソースでの確認が必要。¥nフロントエンド（Amplify）はPKCEを使用しているが、サーバー（Cognito）側でPKCEが「必須」として構成されているかどうかの確認が必要。,要確認（AWS Cognito App Client）,対象外,インフラリソース
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.7,"Verify that if the authorization server supports unauthenticated dynamic client registration, it mitigates the risk of malicious client applications. It must validate client metadata such as any registered URIs, ensure the user's consent, and warn the user before processing an authorization request with an untrusted client application.",2,認可（authorization）サーバーが未認証（unauthenticated）の動的クライアント登録をサポートしている場合、悪意のあるクライアントアプリケーションのリスクを軽減していることを確認してください。,対象外,,対象外,対象外。¥n本システムは単一のSPA向けに静的にプロビジョニングされたCognito App Clientのみを使用し、サードパーティの動的クライアント登録機能は利用していないため対象外とする。,対象外,対象外,対象外
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.8,"Verify that refresh tokens have an absolute expiration, including if sliding refresh token expiration is applied.",2,スライディングリフレッシュトークン有効期限が適用される場合も含め、リフレッシュトークンに絶対的な有効期限があることを確認してください。,対応済み,,対象外,インフラリソースで対応済み。¥nAWS Cognito（認証サーバー）の標準仕様として、リフレッシュトークンにはアプリケーションクライアント設定に応じた絶対的な有効期限（デフォルト30日など）が必ず設定されている。,対応済み,AWS Cognito の標準仕様,インフラリソース
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.9,"Verify that refresh tokens and reference access tokens can be revoked by an authorized user using the authorization server user interface, to mitigate the risk of malicious clients or stolen tokens.",2,リフレッシュトークンおよび参照アクセストークンが、悪意のあるクライアントや盗まれたトークンのリスクを軽減するために、認可（authorization）サーバーのユーザーインターフェースを使用して認可されたユーザーによって取り消し可能であることを確認してください。,未対応,ユーザーが別端末のセッションを含めトークンを取り消す（Global SignOutなど）ためのUIまたはAPIエンドポイントを提供する。,要ドキュメント,要件を満たしていない。¥n現行のログアウト処理は手元のCookieを削除するのみであり、Cognitoサーバー上のリフレッシュトークンを無効化する (Global SignOut / Revoke API の呼び出し) または、ユーザーが特定のトークンを管理・取り消しできるUI機能が存在しない。,対象外,server/api/session/controller.ts の delete メソッド,ソースコード
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.10,"Verify that confidential client is authenticated for client-to-authorized server backchannel requests such as token requests, pushed authorization requests (PAR), and token revocation requests.",2,トークンリクエスト、プッシュド認可リクエスト（PAR）、トークン取り消しリクエストなどの、クライアントから認可（authorized）サーバーへのバックチャネルリクエストに対して、コンフィデンシャルクライアントが認証（authenticated）されていることを確認してください。,対象外,,対象外,対象外。¥n本アプリケーションのフロントエンドはSPA（パブリッククライアント）であり、機密クライアント（Confidential Client）としてのバックチャネルリクエストは用いないため対象外とする。,対象外,対象外,対象外
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.11,Verify that the authorization server configuration only assigns the required scopes to the OAuth client.,2,認可（authorization）サーバーの構成が、必要なスコープのみをOAuthクライアントに割り当てることを確認してください。,確認中,"Cognitoアプリクライアントの「許可されているOAuthスコープ」設定が、必要最小限（openid, emailなど）になっているか確認・ドキュメント化する。",要ドキュメント（インフラ設計書等）,インフラリソースでの確認が必要。¥nIaC情報がないため、AWS環境上のCognito設定が要件を満たしているか確認中とする。,要確認（AWS Cognito App Client）,対象外,インフラリソース
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.12,"Verify that for a given client, the authorization server only allows the 'response_mode' value that this client needs to use. For example, by having the authorization server validate this value against the expected values or by using pushed authorization request (PAR) or JWT-secured Authorization Request (JAR).",3,特定のクライアントに対して、認可（authorization）サーバーが、このクライアントが使用する必要のある「response_mode」値のみを許可することを確認してください。,対象外,,対象外,対象外。¥nPAR/JAR等はL3要件であり、CognitoとAmplifyの標準的な組み合わせにおいては対象外とする。,対象外,対象外,対象外
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.13,Verify that grant type 'code' is always used together with pushed authorization requests (PAR).,3,グラントタイプ「code」が常にプッシュド認可リクエスト（PAR）とともに使用されることを確認してください。,対象外,,対象外,対象外。¥nL3要件であり、PAR機能を使用していないため対象外とする。,対象外,対象外,対象外
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.14,"Verify that the authorization server issues only sender-constrained (Proof-of-Possession) access tokens, either with certificate-bound access tokens using mutual TLS (mTLS) or DPoP-bound access tokens (Demonstration of Proof of Possession).",3,認可（authorization）サーバーが、送信者制約付き（Proof-of-Possession）アクセストークンのみを発行することを確認してください。,対象外,,対象外,対象外。¥nL3要件であり、mTLSまたはDPoPによる送信者制約付きアクセストークンは未サポートであるため対象外とする。,対象外,対象外,対象外
