chapter_id,chapter_name,section_id,section_name,req_id,req_description,L,日本語訳,明文化・文書化の要点,AWS_React_TypeScript_確認内容
V9,Self-contained Tokens,V9.2,Token content,V9.2.3,"Verify that the service only accepts tokens which are intended for use with that service (audience). For JWTs, this can be achieved by validating the 'aud' claim against an allowlist defined in the service.",2,サービスが、そのサービスで使用することを目的としたトークン（オーディエンス）のみを受け入れることを確認してください。JWTの場合、これはサービスで定義された許可リストに対して「aud」クレームを検証することで実現できます。,,ECS (TypeScript) / Cognito: 受信したセルフコンテインドトークン（CognitoのJWT）の検証において、`jsonwebtoken` や `jose` 等のライブラリを用いて、Cognitoが提供する公開鍵セット（JWKS）をキャッシュしつつ検証し、無署名（`alg: none`）トークンや不正署名を検知・ブロックしていることを確認する。また、`iss`（発行元）、`aud`（対象クライアントID）、`exp`（有効期限）の妥当性チェックが常に有効になっていることを確認する。
V9,Self-contained Tokens,V9.2,Token content,V9.2.4,"Verify that, if a token issuer uses the same private key for issuing tokens to different audiences, the issued tokens contain an audience restriction that uniquely identifies the intended audiences. This will prevent a token from being reused with an unintended audience. If the audience identifier is dynamically provisioned, the token issuer must validate these audiences in order to make sure that they do not result in audience impersonation.",2,トークン発行者が異なる対象者に対して同じ秘密鍵を使用してトークンを発行する場合、発行されたトークンには、意図した対象者を一意に識別する対象者制限が含まれていることを確認してください。これにより、トークンが意図しない対象者に再利用されることを防ぎます。対象者識別子が動的にプロビジョニングされる場合、トークン発行者は、対象者のなりすましが発生しないように、これらの対象者を検証する必要があります。,,ECS (TypeScript) / Cognito: 受信したセルフコンテインドトークン（CognitoのJWT）の検証において、`jsonwebtoken` や `jose` 等のライブラリを用いて、Cognitoが提供する公開鍵セット（JWKS）をキャッシュしつつ検証し、無署名（`alg: none`）トークンや不正署名を検知・ブロックしていることを確認する。また、`iss`（発行元）、`aud`（対象クライアントID）、`exp`（有効期限）の妥当性チェックが常に有効になっていることを確認する。
V10,OAuth and OIDC,V10.1,Generic OAuth and OIDC Security,V10.1.1,"Verify that tokens are only sent to components that strictly need them. For example, when using a backend-for-frontend pattern for browser-based JavaScript applications, access and refresh tokens shall only be accessible for the backend.",2,トークンは、それを厳密に必要とするコンポーネントにのみ送信されることを確認してください。たとえば、ブラウザベースのJavaScriptアプリケーションでバックエンド・フロントエンドパターンを使用する場合、アクセストークンとリフレッシュトークンはバックエンドのみがアクセスできるようにする必要があります。,,Cognito / ECS / React / TS: Cognito OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.1,Generic OAuth and OIDC Security,V10.1.2,"Verify that the client only accepts values from the authorization server (such as the authorization code or ID Token) if these values result from an authorization flow that was initiated by the same user agent session and transaction. This requires that client-generated secrets, such as the proof key for code exchange (PKCE) 'code_verifier', 'state' or OIDC 'nonce', are not guessable, are specific to the transaction, and are securely bound to both the client and the user agent session in which the transaction was started.",2,クライアントが認証サーバーから値（認証コードやIDトークンなど）を受け入れるのは、それらの値が同じユーザーエージェントセッションおよびトランザクションによって開始された認証フローの結果である場合に限ることを確認してください。そのためには、クライアントが生成するシークレット（コード交換用証明鍵（PKCE）の「code_verifier」、「state」、OIDCの「nonce」など）が推測不可能であり、トランザクション固有のものであり、クライアントとトランザクションが開始されたユーザーエージェントセッションの両方に安全に紐付けられている必要があります。,,Cognito / ECS / React / TS: Cognito OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.2,OAuth Client,V10.2.1,"Verify that, if the code flow is used, the OAuth client has protection against browser-based request forgery attacks, commonly known as cross-site request forgery (CSRF), which trigger token requests, either by using proof key for code exchange (PKCE) functionality or checking the 'state' parameter that was sent in the authorization request.",2,コードフローを使用する場合は、OAuthクライアントが、トークン要求をトリガーするブラウザベースのリクエストフォージェリ攻撃（一般にクロスサイトリクエストフォージェリ（CSRF）として知られる）に対する保護機能を備えていることを確認してください。これは、コード交換用証明鍵（PKCE）機能を使用するか、認証リクエストで送信された「state」パラメータをチェックすることによって実現されます。,,Cognito / ECS / React / TS: Cognito OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.2,OAuth Client,V10.2.2,"Verify that, if the OAuth client can interact with more than one authorization server, it has a defense against mix-up attacks. For example, it could require that the authorization server return the 'iss' parameter value and validate it in the authorization response and the token response.",2,OAuthクライアントが複数の認証サーバーとやり取りできる場合、混同攻撃に対する防御策が講じられていることを確認してください。例えば、認証サーバーが「iss」パラメータ値を返し、認証応答とトークン応答の両方でその値を検証することを要求することができます。,,Cognito / ECS / React / TS: Cognito OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.2,OAuth Client,V10.2.3,Verify that the OAuth client only requests the required scopes (or other authorization parameters) in requests to the authorization server.,3,OAuthクライアントが認証サーバーへのリクエストにおいて、必要なスコープ（またはその他の認証パラメータ）のみを要求していることを確認してください。,,Cognito / ECS / React / TS: Cognito OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.3,OAuth Resource Server,V10.3.1,"Verify that the resource server only accepts access tokens that are intended for use with that service (audience). The audience may be included in a structured access token (such as the 'aud' claim in JWT), or it can be checked using the token introspection endpoint.",2,リソースサーバーが、そのサービスで使用することを目的としたアクセストークン（オーディエンス）のみを受け入れることを確認してください。オーディエンスは、構造化アクセストークン（JWTの「aud」クレームなど）に含まれている場合もあれば、トークンイントロスペクションエンドポイントを使用して確認することもできます。,,Cognito / ECS / React / TS: Cognito OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.3,OAuth Resource Server,V10.3.2,"Verify that the resource server enforces authorization decisions based on claims from the access token that define delegated authorization. If claims such as 'sub', 'scope', and 'authorization_details' are present, they must be part of the decision.",2,リソースサーバーが、委任された認可を定義するアクセストークンのクレームに基づいて認可決定を実施していることを確認してください。「sub」、「scope」、「authorization_details」などのクレームが存在する場合は、それらが決定の一部となっている必要があります。,,Cognito / ECS / React / TS: Cognito OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.3,OAuth Resource Server,V10.3.3,"Verify that if an access control decision requires identifying a unique user from an access token (JWT or related token introspection response), the resource server identifies the user from claims that cannot be reassigned to other users. Typically, it means using a combination of 'iss' and 'sub' claims.",2,アクセス制御の決定において、アクセストークン（JWTまたは関連するトークンイントロスペクション応答）から一意のユーザーを識別する必要がある場合は、リソースサーバーが他のユーザーに再割り当てできないクレームからユーザーを識別することを確認してください。通常、これは「iss」クレームと「sub」クレームの組み合わせを使用することを意味します。,,Cognito / ECS / React / TS: Cognito OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.3,OAuth Resource Server,V10.3.4,"Verify that, if the resource server requires specific authentication strength, methods, or recentness, it verifies that the presented access token satisfies these constraints. For example, if present, using the OIDC 'acr', 'amr' and 'auth_time' claims respectively.",2,リソースサーバーが特定の認証強度、認証方法、または認証の最新性を要求する場合、提示されたアクセストークンがこれらの制約を満たしていることを確認します。例えば、OIDCの「acr」、「amr」、「auth_time」クレームが存在する場合は、それぞれそれらを使用します。,,Cognito / ECS / React / TS: Cognito OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.3,OAuth Resource Server,V10.3.5,"Verify that the resource server prevents the use of stolen access tokens or replay of access tokens (from unauthorized parties) by requiring sender-constrained access tokens, either Mutual TLS for OAuth 2 or OAuth 2 Demonstration of Proof of Possession (DPoP).",3,リソースサーバーが、OAuth 2 の相互 TLS または OAuth 2 の所有権証明デモンストレーション (DPoP) のいずれかの送信者制約付きアクセストークンを要求することにより、盗まれたアクセストークンの使用や (不正な第三者による) アクセストークンのリプレイ攻撃を防止することを確認します。,,Cognito / ECS / React / TS: Cognito OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.1,Verify that the authorization server validates redirect URIs based on a client-specific allowlist of pre-registered URIs using exact string comparison.,1,認証サーバーが、事前登録されたURIのクライアント固有の許可リストに基づいて、正確な文字列比較を使用してリダイレクトURIを検証することを確認してください。,,Cognito / ECS / React: OAuth/OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.2,"Verify that, if the authorization server returns the authorization code in the authorization response, it can be used only once for a token request. For the second valid request with an authorization code that has already been used to issue an access token, the authorization server must reject a token request and revoke any issued tokens related to the authorization code.",1,認証サーバーが認証応答で認証コードを返した場合、そのコードはトークン要求に対して一度しか使用できないことを確認してください。既にアクセストークンの発行に使用された認証コードを含む2回目の有効な要求に対して、認証サーバーはトークン要求を拒否し、その認証コードに関連付けられた発行済みのトークンをすべて取り消す必要があります。,,Cognito / ECS / React: OAuth/OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.3,Verify that the authorization code is short-lived. The maximum lifetime can be up to 10 minutes for L1 and L2 applications and up to 1 minute for L3 applications.,1,認証コードの有効期限が短いことを確認してください。最大有効時間は、L1およびL2アプリケーションの場合は10分、L3アプリケーションの場合は1分です。,,Cognito / ECS / React: OAuth/OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.4,"Verify that for a given client, the authorization server only allows the usage of grants that this client needs to use. Note that the grants 'token' (Implicit flow) and 'password' (Resource Owner Password Credentials flow) must no longer be used.",1,特定のクライアントに対して、認証サーバーがそのクライアントが必要とする権限のみの使用を許可していることを確認してください。なお、「token」（暗黙的フロー）および「password」（リソースオーナーパスワード認証情報フロー）の権限は使用しないでください。,,Cognito / ECS / React: OAuth/OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.5,"Verify that the authorization server mitigates refresh token replay attacks for public clients, preferably using sender-constrained refresh tokens, i.e., Demonstrating Proof of Possession (DPoP) or Certificate-Bound Access Tokens using mutual TLS (mTLS). For L1 and L2 applications, refresh token rotation may be used. If refresh token rotation is used, the authorization server must invalidate the refresh token after usage, and revoke all refresh tokens for that authorization if an already used and invalidated refresh token is provided.",1,認証サーバーが、パブリッククライアントに対するリフレッシュトークンのリプレイ攻撃を軽減していることを確認してください。できれば、送信者制約付きリフレッシュトークン（DPoP（Demonstrating Proof of Possession）または相互TLS（mTLS）を使用した証明書バインドアクセストークン）を使用してください。L1およびL2アプリケーションでは、リフレッシュトークンのローテーションを使用できます。リフレッシュトークンのローテーションを使用する場合は、認証サーバーは使用後にリフレッシュトークンを無効化し、既に使用済みで無効化されたリフレッシュトークンが提供された場合は、その認証に関連するすべてのリフレッシュトークンを取り消す必要があります。,,Cognito / ECS / React: OAuth/OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.6,"Verify that, if the code grant is used, the authorization server mitigates authorization code interception attacks by requiring proof key for code exchange (PKCE). For authorization requests, the authorization server must require a valid 'code_challenge' value and must not accept a 'code_challenge_method' value of 'plain'. For a token request, it must require validation of the 'code_verifier' parameter.",2,コードグラントを使用する場合、認証サーバーがコード交換用証明鍵（PKCE）を要求することで、認証コード傍受攻撃を軽減していることを確認してください。認証要求の場合、認証サーバーは有効な「code_challenge」値を要求し、「code_challenge_method」の値が「plain」であってはなりません。トークン要求の場合、「code_verifier」パラメータの検証を要求する必要があります。,,Cognito / ECS / React: OAuth/OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.7,"Verify that if the authorization server supports unauthenticated dynamic client registration, it mitigates the risk of malicious client applications. It must validate client metadata such as any registered URIs, ensure the user's consent, and warn the user before processing an authorization request with an untrusted client application.",2,認証サーバーが認証なしの動的クライアント登録をサポートしている場合、悪意のあるクライアントアプリケーションによるリスクを軽減できることを確認してください。登録済みのURIなどのクライアントメタデータを検証し、ユーザーの同意を確認し、信頼できないクライアントアプリケーションとの認証要求を処理する前にユーザーに警告する必要があります。,,Cognito / ECS / React: OAuth/OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.8,"Verify that refresh tokens have an absolute expiration, including if sliding refresh token expiration is applied.",2,リフレッシュトークンに絶対的な有効期限が設定されていることを確認してください。スライディングリフレッシュトークン有効期限が適用されている場合も同様です。,,Cognito / ECS / React: OAuth/OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.9,"Verify that refresh tokens and reference access tokens can be revoked by an authorized user using the authorization server user interface, to mitigate the risk of malicious clients or stolen tokens.",2,悪意のあるクライアントや盗まれたトークンのリスクを軽減するため、認証サーバーのユーザーインターフェースを使用して、認証済みユーザーがリフレッシュトークンと参照アクセストークンを取り消せることを確認してください。,,Cognito / ECS / React: OAuth/OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.10,"Verify that confidential client is authenticated for client-to-authorized server backchannel requests such as token requests, pushed authorization requests (PAR), and token revocation requests.",2,トークン要求、プッシュ型認証要求（PAR）、トークン失効要求など、クライアントから認証済みサーバーへのバックチャネル要求において、機密クライアントが認証されていることを確認します。,,Cognito / ECS / React: OAuth/OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.11,Verify that the authorization server configuration only assigns the required scopes to the OAuth client.,2,認証サーバーの設定において、OAuthクライアントに必要なスコープのみが割り当てられていることを確認してください。,,Cognito / ECS / React: OAuth/OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.12,"Verify that for a given client, the authorization server only allows the 'response_mode' value that this client needs to use. For example, by having the authorization server validate this value against the expected values or by using pushed authorization request (PAR) or JWT-secured Authorization Request (JAR).",3,特定のクライアントに対して、認証サーバーがそのクライアントが必要とする「response_mode」値のみを許可することを確認します。たとえば、認証サーバーにこの値を期待値と照合させるか、プッシュ認証リクエスト（PAR）またはJWTで保護された認証リクエスト（JAR）を使用することで確認できます。,,Cognito / ECS / React: OAuth/OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.13,Verify that grant type 'code' is always used together with pushed authorization requests (PAR).,3,プッシュ型認証要求（PAR）を使用する場合は、必ず「コード」という認証タイプが併用されることを確認してください。,,Cognito / ECS / React: OAuth/OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.14,"Verify that the authorization server issues only sender-constrained (Proof-of-Possession) access tokens, either with certificate-bound access tokens using mutual TLS (mTLS) or DPoP-bound access tokens (Demonstration of Proof of Possession).",3,認証サーバーが、相互TLS（mTLS）を使用した証明書に紐づくアクセストークン、またはDPoP（所有権証明の実証）に紐づくアクセストークンのいずれかを使用して、送信者制約付き（所有権証明）アクセストークンのみを発行することを確認してください。,,Cognito / ECS / React: OAuth/OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.15,"Verify that, for a server-side client (which is not executed on the end-user device), the authorization server ensures that the 'authorization_details' parameter value is from the client backend and that the user has not tampered with it. For example, by requiring the usage of pushed authorization request (PAR) or JWT-secured Authorization Request (JAR).",3,サーバーサイドクライアント（エンドユーザーデバイス上で実行されないクライアント）の場合、認証サーバーが「authorization_details」パラメータの値がクライアントバックエンドからのものであり、ユーザーが改ざんしていないことを保証していることを確認してください。例えば、プッシュ認証リクエスト（PAR）またはJWTで保護された認証リクエスト（JAR）の使用を要求することで実現できます。,,Cognito / ECS / React: OAuth/OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.4,OAuth Authorization Server,V10.4.16,"Verify that the client is confidential and the authorization server requires the use of strong client authentication methods (based on public-key cryptography and resistant to replay attacks), such as mutual TLS ('tls_client_auth', 'self_signed_tls_client_auth') or private key JWT ('private_key_jwt').",3,クライアントが機密情報であり、認証サーバーが相互TLS（'tls_client_auth'、'self_signed_tls_client_auth'）や秘密鍵JWT（'private_key_jwt'）などの強力なクライアント認証方法（公開鍵暗号方式に基づき、リプレイ攻撃に耐性のあるもの）の使用を要求していることを確認してください。,,Cognito / ECS / React: OAuth/OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.5,OIDC Client,V10.5.1,"Verify that the client (as the relying party) mitigates ID Token replay attacks. For example, by ensuring that the 'nonce' claim in the ID Token matches the 'nonce' value sent in the authentication request to the OpenID Provider (in OAuth2 refereed to as the authorization request sent to the authorization server).",2,クライアント（依拠当事者）がIDトークンのリプレイ攻撃を軽減していることを確認します。例えば、IDトークン内の「nonce」クレームが、OpenIDプロバイダーへの認証リクエスト（OAuth2では認証サーバーに送信される認証リクエストと呼ばれる）で送信される「nonce」値と一致することを確認します。,,Cognito / ECS / React: OAuth/OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.5,OIDC Client,V10.5.2,"Verify that the client uniquely identifies the user from ID Token claims, usually the 'sub' claim, which cannot be reassigned to other users (for the scope of an identity provider).",2,クライアントがIDトークンクレーム（通常は「sub」クレーム）からユーザーを一意に識別し、そのクレームが他のユーザーに再割り当てされないことを確認します（IDプロバイダーの範囲内）。,,Cognito / ECS / React: OAuth/OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.5,OIDC Client,V10.5.3,Verify that the client rejects attempts by a malicious authorization server to impersonate another authorization server through authorization server metadata. The client must reject authorization server metadata if the issuer URL in the authorization server metadata does not exactly match the pre-configured issuer URL expected by the client.,2,クライアントが、悪意のある認証サーバーが認証サーバーのメタデータを通じて別の認証サーバーになりすまそうとする試みを拒否することを確認してください。認証サーバーのメタデータ内の発行者URLが、クライアントが想定する事前設定済みの発行者URLと完全に一致しない場合、クライアントは認証サーバーのメタデータを拒否する必要があります。,,Cognito / ECS / React: OAuth/OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.5,OIDC Client,V10.5.4,Verify that the client validates that the ID Token is intended to be used for that client (audience) by checking that the 'aud' claim from the token is equal to the 'client_id' value for the client.,2,クライアントが、IDトークンがそのクライアント（オーディエンス）に使用されることを意図していることを検証するために、トークンの「aud」クレームがクライアントの「client_id」値と等しいことを確認します。,,Cognito / ECS / React: OAuth/OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.5,OIDC Client,V10.5.5,"Verify that, when using OIDC back-channel logout, the relying party mitigates denial of service through forced logout and cross-JWT confusion in the logout flow. The client must verify that the logout token is correctly typed with a value of 'logout+jwt', contains the 'event' claim with the correct member name, and does not contain a 'nonce' claim. Note that it is also recommended to have a short expiration (e.g., 2 minutes).",2,OIDCバックチャネルログアウトを使用する場合、リライングパーティが強制ログアウトやログアウトフローにおけるJWT間の混同によるサービス拒否攻撃を軽減していることを確認してください。クライアントは、ログアウトトークンが「logout+jwt」という値で正しく型付けされ、正しいメンバー名を持つ「event」クレームを含み、「nonce」クレームを含まないことを検証する必要があります。また、有効期限を短く設定すること（例：2分）を推奨します。,,Cognito / ECS / React: OAuth/OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.6,OpenID Provider,V10.6.1,"Verify that the OpenID Provider only allows values 'code', 'ciba', 'id_token', or 'id_token code' for response mode. Note that 'code' is preferred over 'id_token code' (the OIDC Hybrid flow), and 'token' (any Implicit flow) must not be used.",2,OpenIDプロバイダが応答モードとして「code」、「ciba」、「id_token」、または「id_token code」の値のみを許可することを確認してください。「code」は「id_token code」（OIDCハイブリッドフロー）よりも優先され、「token」（インプリシットフロー）は使用してはならないことに注意してください。,,Cognito / ECS / React: OAuth/OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.6,OpenID Provider,V10.6.2,"Verify that the OpenID Provider mitigates denial of service through forced logout. By obtaining explicit confirmation from the end-user or, if present, validating parameters in the logout request (initiated by the relying party), such as the 'id_token_hint'.",2,OpenIDプロバイダーが強制ログアウトによってサービス拒否攻撃を軽減していることを確認します。エンドユーザーから明示的な確認を得るか、または（依拠当事者によって開始された）ログアウト要求のパラメータ（例えば「id_token_hint」）が存在する場合はそれを検証します。,,Cognito / ECS / React: OAuth/OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.7,Consent Management,V10.7.1,"Verify that the authorization server ensures that the user consents to each authorization request. If the identity of the client cannot be assured, the authorization server must always explicitly prompt the user for consent.",2,認証サーバーが、各認証要求に対してユーザーの同意を確実に取得していることを確認してください。クライアントの身元が確認できない場合は、認証サーバーは常にユーザーに明示的に同意を求める必要があります。,,Cognito / ECS / React: OAuth/OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.7,Consent Management,V10.7.2,"Verify that when the authorization server prompts for user consent, it presents sufficient and clear information about what is being consented to. When applicable, this should include the nature of the requested authorizations (typically based on scope, resource server, Rich Authorization Requests (RAR) authorization details), the identity of the authorized application, and the lifetime of these authorizations.",2,認証サーバーがユーザーの同意を求める際に、同意内容について十分かつ明確な情報が表示されることを確認してください。該当する場合は、要求された認証の内容（通常はスコープ、リソースサーバー、リッチ認証要求（RAR）の認証詳細に基づく）、認証されたアプリケーションのID、およびこれらの認証の有効期間を含める必要があります。,,Cognito / ECS / React: OAuth/OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V10,OAuth and OIDC,V10.7,Consent Management,V10.7.3,"Verify that the user can review, modify, and revoke consents which the user has granted through the authorization server.",2,ユーザーが認証サーバーを通じて付与した同意事項を確認、変更、および取り消すことができることを確認します。,,Cognito / ECS / React: OAuth/OIDC連携において、フロントエンドSPAではPKCE対応の認可コードフローを使用していること、リダイレクトURIが厳格に固定されていること、CSRF防止のために `state` パラメータが適切に検証されていることを確認する。
V11,Cryptography,V11.1,Cryptographic Inventory and Documentation,V11.1.1,"Verify that there is a documented policy for management of cryptographic keys and a cryptographic key lifecycle that follows a key management standard such as NIST SP 800-57. This should include ensuring that keys are not overshared (for example, with more than two entities for shared secrets and more than one entity for private keys).",2,暗号鍵の管理に関する文書化されたポリシーと、NIST SP 800-57などの鍵管理標準に準拠した暗号鍵ライフサイクルが存在することを確認してください。これには、鍵が過剰に共有されていないこと（例えば、共有シークレットを2つ以上のエンティティと共有したり、秘密鍵を1つ以上のエンティティと共有したりしていないこと）を保証することも含まれます。,暗号鍵のライフサイクル管理に関するポリシーの文書化,AWS KMS / ECS / TS: データの暗号化および復号は、アプリケーション内に直接シークレットキーをベタ書きせず、`AWS KMS`（Key Management Service）の暗号化キーを呼び出す設計になっていること、また乱数生成には予測不可能なCSPRNG（`crypto.randomBytes`）を使用し、非推奨な暗号アルゴリズム（MD5等）を排除していることをコードで確認する。
V11,Cryptography,V11.1,Cryptographic Inventory and Documentation,V11.1.2,"Verify that a cryptographic inventory is performed, maintained, regularly updated, and includes all cryptographic keys, algorithms, and certificates used by the application. It must also document where keys can and cannot be used in the system, and the types of data that can and cannot be protected using the keys.",2,暗号化インベントリが作成され、維持され、定期的に更新されていることを確認してください。また、アプリケーションで使用されるすべての暗号鍵、アルゴリズム、および証明書が含まれている必要があります。さらに、システム内で鍵を使用できる場所と使用できない場所、および鍵を使用して保護できるデータと保護できないデータの種類についても文書化する必要があります。,,AWS KMS / ECS / TS: 暗号化および乱数生成処理において、AWS KMSの利用、予測不可能なCSPRNG（`crypto.randomBytes`）による乱数生成、および非推奨な暗号アルゴリズム（MD5等）の排除が行われていることを確認する。
